user_id,timestamp,key,mapped_to,event,filename,mapping_type
6,2024-10-08 10:17:34,input_1,Ctrl+c,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 10:17:34,input_2,Ctrl+v,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 10:17:34,input_3,Shift+a,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 13:43:03,input_1,Ctrl+c,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 13:43:03,input_2,Ctrl+v,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-08 13:43:03,input_3,Ctrl+a,mapping,006_20241008_092323_key_events.csv,shortcut
6,2024-10-09 08:44:21,input_1,Ctrl+c,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-09 08:44:21,input_2,Ctrl+v,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-09 08:44:21,input_3,Ctrl+a,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-09 15:49:39,input_1,volumeup,mapping,006_20241009_084415_key_events.csv,media_key
6,2024-10-09 15:49:39,input_2,volumedown,mapping,006_20241009_084415_key_events.csv,media_key
6,2024-10-09 15:49:39,input_3,playpause,mapping,006_20241009_084415_key_events.csv,media_key
6,2024-10-09 16:22:05,input_1,Ctrl+c,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-09 16:22:05,input_2,Ctrl+p,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-09 16:22:05,input_3,Ctrl+a,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-09 16:23:48,input_1,Ctrl+c,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-09 16:23:48,input_2,Ctrl+v,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-09 16:23:48,input_3,Ctrl+a,mapping,006_20241009_084415_key_events.csv,shortcut
6,2024-10-10 09:14:16,input_1,Ctrl+c,mapping,006_20241010_091411_key_events.csv,shortcut
6,2024-10-10 09:14:16,input_2,Ctrl+v,mapping,006_20241010_091411_key_events.csv,shortcut
6,2024-10-10 09:14:16,input_3,Ctrl+a,mapping,006_20241010_091411_key_events.csv,shortcut
6,2024-10-11 09:13:44,input_1,Ctrl+c,mapping,006_20241011_091340_key_events.csv,shortcut
6,2024-10-11 09:13:44,input_2,Ctrl+v,mapping,006_20241011_091340_key_events.csv,shortcut
6,2024-10-11 09:13:44,input_3,Ctrl+a,mapping,006_20241011_091340_key_events.csv,shortcut
6,2024-10-11 11:00:49,input_1,Down,mapping,006_20241011_091340_key_events.csv,keyboard_key
