user_id,key,mapped_to,first_down_time,up_time,down_count,filename
12,Key.f24,Shift+backspace,2024-10-21 15:57:40,2024-10-21 15:58:39,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 15:56:50,2024-10-21 15:56:53,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 15:55:26,2024-10-21 15:55:39,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 15:32:12,2024-10-21 15:32:50,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 15:29:19,2024-10-21 15:29:35,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 15:27:41,2024-10-21 15:27:54,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 12:00:57,2024-10-21 12:01:02,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:59:02,2024-10-21 11:59:15,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:56:35,2024-10-21 11:56:40,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:54:55,2024-10-21 11:55:13,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:53:10,2024-10-21 11:53:21,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:51:37,2024-10-21 11:51:39,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:47:08,2024-10-21 11:47:29,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:24:55,2024-10-21 16:25:27,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:29:44,2024-10-21 16:29:51,2,012_20241021_103826_key_events.csv
12,Key.f24,Right,2024-10-23 09:40:55,2024-10-23 09:40:56,2,012_20241023_091408_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:38:19,2024-10-21 16:38:23,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:29:47,2024-10-21 17:30:03,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:27:59,2024-10-21 17:28:00,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:26:52,2024-10-21 17:27:09,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:24:51,2024-10-21 17:25:00,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:23:20,2024-10-21 17:23:29,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:22:09,2024-10-21 17:22:10,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:20:47,2024-10-21 17:21:03,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:18:43,2024-10-21 17:19:02,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:16:16,2024-10-21 17:16:26,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:13:13,2024-10-21 17:13:35,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:12:20,2024-10-21 17:12:32,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:05:46,2024-10-21 17:06:35,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:02:08,2024-10-21 17:02:20,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 17:00:48,2024-10-21 17:01:11,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:58:47,2024-10-21 16:59:06,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:56:50,2024-10-21 16:57:08,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:55:10,2024-10-21 16:55:29,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:53:46,2024-10-21 16:53:48,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:51:38,2024-10-21 16:51:48,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:50:41,2024-10-21 16:50:46,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:49:21,2024-10-21 16:49:36,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:45:26,2024-10-21 16:45:37,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 16:41:29,2024-10-21 16:41:47,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:44:23,2024-10-21 11:44:52,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:41:23,2024-10-21 11:41:29,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:38:19,2024-10-21 11:38:28,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:36:18,2024-10-21 11:37:09,2,012_20241021_103826_key_events.csv
12,Key.f24,Right,2024-10-23 16:52:21,2024-10-23 16:56:21,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 16:47:52,2024-10-23 16:48:05,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 16:30:01,2024-10-23 16:30:01,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 16:01:12,2024-10-23 16:01:33,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 15:50:38,2024-10-23 15:50:38,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 15:50:32,2024-10-23 15:50:32,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 15:50:28,2024-10-23 15:50:29,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 13:06:37,2024-10-23 13:06:43,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 12:25:07,2024-10-23 12:26:46,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 12:22:42,2024-10-23 12:23:05,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 12:21:20,2024-10-23 12:21:22,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 12:19:47,2024-10-23 12:20:04,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 12:17:33,2024-10-23 12:18:00,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 10:04:48,2024-10-23 12:15:51,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:59:45,2024-10-23 10:00:24,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:59:34,2024-10-23 09:59:35,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:59:29,2024-10-23 09:59:30,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:59:28,2024-10-23 09:59:28,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:59:23,2024-10-23 09:59:24,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:58:34,2024-10-23 09:58:39,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:47:08,2024-10-23 09:47:13,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:46:16,2024-10-23 09:46:37,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 09:40:58,2024-10-23 09:40:59,2,012_20241023_091408_key_events.csv
12,Key.f24,Right,2024-10-23 17:11:03,2024-10-24 12:15:26,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 12:15:35,2024-10-24 12:15:36,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 12:15:43,2024-10-24 12:15:44,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 14:23:32,2024-10-24 14:23:34,2,012_20241024_121508_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:34:04,2024-10-21 11:34:21,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:29:15,2024-10-21 11:29:35,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:27:10,2024-10-21 11:27:32,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:24:15,2024-10-21 11:24:43,2,012_20241021_103826_key_events.csv
12,Key.f24,Shift+backspace,2024-10-21 11:21:11,2024-10-21 11:21:29,2,012_20241021_103826_key_events.csv
12,Key.f24,Right,2024-10-24 17:14:30,2024-10-24 17:47:26,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 16:53:46,2024-10-24 16:57:13,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 16:47:25,2024-10-24 16:47:26,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 14:32:12,2024-10-24 16:16:47,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 14:25:19,2024-10-24 14:25:22,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 14:22:36,2024-10-24 14:22:39,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 12:15:46,2024-10-24 12:15:46,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 14:19:50,2024-10-24 14:21:42,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 14:17:46,2024-10-24 14:17:47,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 13:30:51,2024-10-24 13:30:51,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 13:30:49,2024-10-24 13:30:50,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 13:30:43,2024-10-24 13:30:44,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 12:16:13,2024-10-24 12:16:14,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 12:16:07,2024-10-24 12:16:08,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 12:15:55,2024-10-24 12:15:55,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 12:15:50,2024-10-24 12:15:50,2,012_20241024_121508_key_events.csv
12,Key.f24,Right,2024-10-24 12:15:48,2024-10-24 12:15:49,2,012_20241024_121508_key_events.csv
12,Key.f22,Left,2024-10-23 15:50:44,2024-10-23 15:50:44,2,012_20241023_091408_key_events.csv
12,Key.f22,Left,2024-10-23 15:50:41,2024-10-23 15:50:41,2,012_20241023_091408_key_events.csv
12,Key.f22,Left,2024-10-23 15:50:39,2024-10-23 15:50:40,2,012_20241023_091408_key_events.csv
10,Key.f24,Space,2024-10-22 22:49:31,2024-10-22 22:49:32,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:48:53,2024-10-22 22:48:55,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:48:42,2024-10-22 22:48:43,2,010_20241022_184543_key_events.csv
9,Key.f22,Ctrl+z,2024-10-14 16:57:04,2024-10-14 16:57:04,2,009_20241014_090902_key_events.csv
10,Key.f24,Space,2024-10-22 22:46:25,2024-10-22 22:46:29,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:46:14,2024-10-22 22:46:15,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:45:40,2024-10-22 22:45:45,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:45:23,2024-10-22 22:45:25,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:45:16,2024-10-22 22:45:17,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:43:25,2024-10-22 22:43:29,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:43:14,2024-10-22 22:43:17,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:42:43,2024-10-22 22:42:44,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:42:35,2024-10-22 22:42:36,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:42:09,2024-10-22 22:42:14,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:41:59,2024-10-22 22:42:00,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:41:43,2024-10-22 22:41:47,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:39:17,2024-10-22 22:39:36,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:38:57,2024-10-22 22:38:58,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:36:21,2024-10-22 22:36:21,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:34:44,2024-10-22 22:35:55,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:34:28,2024-10-22 22:34:37,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:34:05,2024-10-22 22:34:10,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:33:33,2024-10-22 22:33:42,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:33:07,2024-10-22 22:33:09,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:49:08,2024-10-22 22:49:15,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:49:44,2024-10-22 22:49:48,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 23:06:49,2024-10-22 23:06:50,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:50:50,2024-10-22 22:50:52,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 23:06:31,2024-10-22 23:06:33,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 23:06:07,2024-10-22 23:06:19,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 23:05:39,2024-10-22 23:05:51,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:58:47,2024-10-22 22:58:49,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:58:36,2024-10-22 22:58:37,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:58:20,2024-10-22 22:58:27,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:58:04,2024-10-22 22:58:06,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:57:55,2024-10-22 22:57:56,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:57:36,2024-10-22 22:57:38,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:57:22,2024-10-22 22:57:28,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:56:23,2024-10-22 22:56:26,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:56:05,2024-10-22 22:56:10,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:55:43,2024-10-22 22:55:56,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:55:31,2024-10-22 22:55:32,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:55:14,2024-10-22 22:55:15,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:54:57,2024-10-22 22:54:59,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:54:04,2024-10-22 22:54:32,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:53:30,2024-10-22 22:53:31,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:53:05,2024-10-22 22:53:06,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:52:51,2024-10-22 22:52:56,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:52:08,2024-10-22 22:52:46,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:51:29,2024-10-22 22:51:32,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:51:17,2024-10-22 22:51:19,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:32:56,2024-10-22 22:32:57,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:32:41,2024-10-22 22:32:50,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:32:22,2024-10-22 22:32:23,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:31:58,2024-10-22 22:32:00,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:13:44,2024-10-22 22:13:45,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:13:08,2024-10-22 22:13:10,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:12:55,2024-10-22 22:12:56,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:12:43,2024-10-22 22:12:46,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:12:15,2024-10-22 22:12:16,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:11:18,2024-10-22 22:12:03,2,010_20241022_184543_key_events.csv
10,Key.f24,Enter,2024-10-25 14:35:59,2024-10-25 14:37:31,2,010_20241025_141421_key_events.csv
10,Key.f24,Enter,2024-10-24 21:45:44,2024-10-24 21:45:53,2,010_20241024_214401_key_events.csv
10,Key.f24,Enter,2024-10-21 15:10:23,2024-10-21 15:13:21,2,010_20241021_143447_key_events.csv
10,Key.f24,Enter,2024-10-21 14:55:26,2024-10-21 14:55:37,2,010_20241021_143447_key_events.csv
10,Key.f24,Enter,2024-10-21 14:54:14,2024-10-21 14:54:30,2,010_20241021_143447_key_events.csv
10,Key.f24,Enter,2024-10-21 14:50:51,2024-10-21 14:50:53,2,010_20241021_143447_key_events.csv
10,Key.f24,.,2024-10-23 21:50:25,2024-10-23 21:53:16,2,010_20241023_173255_key_events.csv
10,Key.f23,Enter,2024-10-23 18:26:12,2024-10-23 18:26:14,2,010_20241023_173255_key_events.csv
10,Key.f23,Down,2024-10-21 20:45:03,2024-10-21 20:45:04,2,010_20241021_143447_key_events.csv
10,Key.f23,Ctrl+s,2024-10-25 14:54:17,2024-10-25 16:58:34,2,010_20241025_141421_key_events.csv
10,Key.f23,Ctrl+s,2024-10-25 14:45:41,2024-10-25 14:51:25,2,010_20241025_141421_key_events.csv
10,Key.f23,Ctrl+s,2024-10-25 14:28:56,2024-10-25 14:29:29,2,010_20241025_141421_key_events.csv
10,Key.f23,Ctrl+s,2024-10-25 14:18:12,2024-10-25 14:20:49,2,010_20241025_141421_key_events.csv
10,Key.f23,Ctrl+s,2024-10-24 22:13:29,2024-10-25 14:16:21,2,010_20241025_141421_key_events.csv
10,Key.f22,mouse_left,2024-10-25 17:59:09,2024-10-25 17:59:17,2,010_20241025_141421_key_events.csv
10,Key.f22,mouse_left,2024-10-25 17:58:34,2024-10-25 17:58:37,2,010_20241025_141421_key_events.csv
10,Key.f22,mouse_left,2024-10-25 17:57:54,2024-10-25 17:58:00,2,010_20241025_141421_key_events.csv
10,Key.f24,Space,2024-10-22 22:13:50,2024-10-22 22:13:51,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:14:02,2024-10-22 22:14:03,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:17:00,2024-10-22 22:17:02,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:24:51,2024-10-22 22:24:52,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:31:42,2024-10-22 22:31:43,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:31:32,2024-10-22 22:31:34,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:31:08,2024-10-22 22:31:12,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:30:56,2024-10-22 22:30:57,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:30:00,2024-10-22 22:30:03,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:27:46,2024-10-22 22:27:47,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:27:20,2024-10-22 22:27:22,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:27:11,2024-10-22 22:27:12,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:26:55,2024-10-22 22:26:56,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:25:31,2024-10-22 22:25:33,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:24:30,2024-10-22 22:24:31,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:17:19,2024-10-22 22:17:20,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:23:07,2024-10-22 22:23:08,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:22:59,2024-10-22 22:23:01,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:22:48,2024-10-22 22:22:50,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:20:48,2024-10-22 22:22:34,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:20:36,2024-10-22 22:20:38,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:19:56,2024-10-22 22:19:58,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:19:38,2024-10-22 22:19:45,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:19:12,2024-10-22 22:19:14,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:18:57,2024-10-22 22:18:59,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 22:18:07,2024-10-22 22:18:08,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 23:06:37,2024-10-22 23:06:39,2,010_20241022_184543_key_events.csv
10,Key.f24,Space,2024-10-22 23:06:57,2024-10-22 23:06:58,2,010_20241022_184543_key_events.csv
12,Key.f22,Ctrl+c,2024-10-25 12:51:07,2024-10-25 12:56:07,2,012_20241025_090117_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 03:56:04,2024-10-25 03:56:05,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 03:55:23,2024-10-25 03:55:23,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 03:55:21,2024-10-25 03:55:22,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 03:54:40,2024-10-25 03:54:41,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 00:03:59,2024-10-25 00:04:00,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 00:03:56,2024-10-25 00:03:57,2,011_20241024_195832_key_events.csv
11,Key.f23,volumeup,2024-10-24 23:59:14,2024-10-24 23:59:14,2,011_20241024_195832_key_events.csv
11,Key.f23,volumeup,2024-10-24 21:46:38,2024-10-24 21:46:47,2,011_20241024_195832_key_events.csv
11,Key.f23,volumeup,2024-10-24 20:13:43,2024-10-24 21:46:29,2,011_20241024_195832_key_events.csv
11,Key.f23,volumeup,2024-10-24 20:13:42,2024-10-24 20:13:43,2,011_20241024_195832_key_events.csv
11,Key.f23,volumeup,2024-10-24 03:02:39,2024-10-24 03:02:40,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-24 01:01:45,2024-10-24 01:01:46,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-24 00:53:31,2024-10-24 00:53:31,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 22:48:46,2024-10-23 23:06:47,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 22:42:47,2024-10-23 22:42:50,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 22:42:43,2024-10-23 22:42:43,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 22:41:47,2024-10-23 22:41:48,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 22:41:45,2024-10-23 22:41:45,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 21:55:28,2024-10-23 21:55:28,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 21:55:15,2024-10-23 21:55:19,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 21:55:11,2024-10-23 21:55:11,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 21:54:54,2024-10-23 21:54:54,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 21:35:37,2024-10-23 21:35:37,2,011_20241023_190050_key_events.csv
11,Key.f23,volumeup,2024-10-23 21:35:36,2024-10-23 21:35:36,2,011_20241023_190050_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 03:55:24,2024-10-25 03:55:25,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 03:56:09,2024-10-25 03:56:58,2,011_20241024_195832_key_events.csv
10,Key.f24,Space,2024-10-22 23:07:02,2024-10-22 23:07:03,2,010_20241022_184543_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 03:57:01,2024-10-25 03:57:02,2,011_20241024_195832_key_events.csv
12,Key.f22,Ctrl+c,2024-10-24 12:57:00,2024-10-25 09:02:09,2,012_20241025_090117_key_events.csv
11,Key.f24,mouse_left,2024-10-24 20:13:41,2024-10-24 20:13:42,2,011_20241024_195832_key_events.csv
11,Key.f24,mouse_left,2024-10-23 21:29:57,2024-10-23 21:29:59,2,011_20241023_190050_key_events.csv
11,Key.f24,mouse_left,2024-10-23 21:27:16,2024-10-23 21:27:17,2,011_20241023_190050_key_events.csv
11,Key.f24,mouse_left,2024-10-23 19:07:00,2024-10-23 19:47:02,2,011_20241023_190050_key_events.csv
11,Key.f24,mouse_left,2024-10-22 18:05:42,2024-10-22 18:05:44,2,011_20241022_160026_key_events.csv
11,Key.f24,mouse_left,2024-10-22 18:05:23,2024-10-22 18:05:23,2,011_20241022_160026_key_events.csv
11,Key.f24,mouse_left,2024-10-22 18:05:22,2024-10-22 18:05:22,2,011_20241022_160026_key_events.csv
11,Key.f24,mouse_left,2024-10-22 16:36:47,2024-10-22 16:36:49,2,011_20241022_160026_key_events.csv
11,Key.f24,mouse_left,2024-10-22 16:04:48,2024-10-22 16:04:49,2,011_20241022_160026_key_events.csv
11,Key.f24,b,2024-10-21 10:15:54,2024-10-21 10:15:55,2,011_20241021_100531_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 04:36:13,2024-10-25 04:36:13,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 04:33:56,2024-10-25 04:34:37,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 04:33:54,2024-10-25 04:33:55,2,011_20241024_195832_key_events.csv
11,Key.f24,Ctrl+z,2024-10-25 04:33:53,2024-10-25 04:33:54,2,011_20241024_195832_key_events.csv
